other vegetables,butter milk,frozen fish,oil,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,domestic eggs,white bread,flour,specialty fat,baking powder,bottled water,fruit/vegetable juice,flower (seeds),,,,,,,,,,,,,
tropical fruit,pip fruit,other vegetables,whole milk,curd,photo/film,,,,,,,,,,,,,,,,,
onions,other vegetables,whole milk,curd,yogurt,brown bread,rice,margarine,canned beer,cake bar,dish cleaner,hygiene articles,napkins,house keeping products,,,,,,,,,
root vegetables,other vegetables,curd,cream cheese ,pastry,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,tea,bottled beer,,,,,,,,,,,,,,,,,,,
frankfurter,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,
turkey,citrus fruit,tropical fruit,root vegetables,herbs,other vegetables,whole milk,curd,hard cheese,cream cheese ,domestic eggs,brown bread,oil,canned fruit,bottled water,misc. beverages,fruit/vegetable juice,,,,,,
butter milk,cream cheese ,bottled water,,,,,,,,,,,,,,,,,,,,
whole milk,butter,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,
onions,pastry,pot plants,,,,,,,,,,,,,,,,,,,,
herbs,whole milk,butter milk,yogurt,cream cheese ,frozen vegetables,frozen fish,rolls/buns,salt,margarine,newspapers,,,,,,,,,,,,
berries,yogurt,domestic eggs,newspapers,,,,,,,,,,,,,,,,,,,
ice cream,cereals,chewing gum,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,ice cream,pot plants,,,,,,,,,,,,,,,,,,,,
chicken,hamburger meat,herbs,other vegetables,whole milk,yogurt,domestic eggs,rolls/buns,light bulbs,,,,,,,,,,,,,,
bottled beer,liquor,liquor (appetizer),long life bakery product,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,yogurt,pastry,instant coffee,soda,napkins,newspapers,,,,,,,,,,,,,,,
tropical fruit,other vegetables,yogurt,frozen vegetables,margarine,pickled vegetables,cat food,detergent,pot plants,,,,,,,,,,,,,,
grapes,berries,butter,frozen vegetables,bottled water,soda,cling film/bags,,,,,,,,,,,,,,,,
beef,soda,detergent,flower (seeds),,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
oil,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,rolls/buns,pastry,sweet spreads,chocolate,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,
frankfurter,ham,beef,berries,other vegetables,whole milk,yogurt,domestic eggs,pastry,soda,bottled beer,red/blush wine,flower (seeds),,,,,,,,,,
hard cheese,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,dessert,roll products ,tea,cocoa drinks,bottled beer,canned beer,cooking chocolate,cling film/bags,,,,,,,,,,,,,
sausage,rolls/buns,pastry,soda,seasonal products,shopping bags,,,,,,,,,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled beer,red/blush wine,prosecco,specialty chocolate,,,,,,,,,,,,,,,,,,
sliced cheese,hard cheese,coffee,soda,bottled beer,chewing gum,hygiene articles,,,,,,,,,,,,,,,,
whole milk,dessert,,,,,,,,,,,,,,,,,,,,,
yogurt,soft cheese,,,,,,,,,,,,,,,,,,,,,
frankfurter,ham,citrus fruit,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,whipped/sour cream,processed cheese,domestic eggs,white bread,coffee,bottled beer,,,,,,,
sausage,turkey,tropical fruit,grapes,other vegetables,whole milk,curd,yogurt,semi-finished bread,spices,baking powder,cat food,bottled water,long life bakery product,chocolate,,,,,,,,
citrus fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,white bread,newspapers,,,,,,,,,,,,,,,,,,,
bottled water,flower (seeds),,,,,,,,,,,,,,,,,,,,,
finished products,dessert,pastry,shopping bags,,,,,,,,,,,,,,,,,,,
abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,
dessert,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,butter,yogurt,beverages,sliced cheese,cereals,pot plants,,,,,,,,,,,,,,,
curd,whipped/sour cream,bottled water,,,,,,,,,,,,,,,,,,,,
bottled beer,nut snack,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
specialty cheese,soap,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frozen vegetables,frozen dessert,soups,soda,napkins,flower (seeds),,,,,,,,,,,,,,,
misc. beverages,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,
soda,chewing gum,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,semi-finished bread,newspapers,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,pet care,soda,,,,,,,,,,,,,,,,,,
turkey,packaged fruit/vegetables,butter milk,UHT-milk,rolls/buns,zwieback,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,
yogurt,canned beer,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,white bread,brown bread,roll products ,margarine,coffee,fruit/vegetable juice,syrup,,,,,,,,,,,,,,
pip fruit,misc. beverages,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,oil,bottled water,bottled beer,male cosmetics,,,,,,,,,,,,,,,,,
liver loaf,,,,,,,,,,,,,,,,,,,,,,
whole milk,processed cheese,pastry,soda,,,,,,,,,,,,,,,,,,,
beef,other vegetables,packaged fruit/vegetables,dog food,,,,,,,,,,,,,,,,,,,
ice cream,dishes,,,,,,,,,,,,,,,,,,,,,
beef,ice cream,,,,,,,,,,,,,,,,,,,,,
pork,beef,butter,whipped/sour cream,frozen meals,frozen fish,rolls/buns,pastry,canned fish,cat food,waffles,chocolate,shopping bags,,,,,,,,,,
pip fruit,margarine,soda,long life bakery product,waffles,specialty chocolate,detergent,dish cleaner,hygiene articles,house keeping products,flower soil/fertilizer,,,,,,,,,,,,
chicken,other vegetables,beverages,spices,hygiene articles,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,whole milk,processed cheese,coffee,soda,fruit/vegetable juice,canned beer,white wine,candy,shopping bags,,,,,,,,,,,,
liqueur,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,
sausage,UHT-milk,domestic eggs,white bread,soda,cake bar,,,,,,,,,,,,,,,,,
sausage,root vegetables,butter,oil,pickled vegetables,bottled beer,shopping bags,,,,,,,,,,,,,,,,
other vegetables,pastry,canned fruit,chocolate,dishes,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,berries,whole milk,whipped/sour cream,white bread,fruit/vegetable juice,long life bakery product,waffles,abrasive cleaner,,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,
dessert,rolls/buns,waffles,,,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,tea,bottled beer,white wine,,,,,,,,,,,,,,,,,,
white bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,
sausage,meat,citrus fruit,yogurt,hard cheese,frozen meals,soda,fruit/vegetable juice,napkins,newspapers,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,herbs,frozen vegetables,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,frozen vegetables,baking powder,,,,,,,,,,,,,,,,,,,
frozen potato products,seasonal products,,,,,,,,,,,,,,,,,,,,,
curd,beverages,pastry,pot plants,,,,,,,,,,,,,,,,,,,
frankfurter,beef,other vegetables,chocolate,shopping bags,,,,,,,,,,,,,,,,,,
whipped/sour cream,UHT-milk,domestic eggs,,,,,,,,,,,,,,,,,,,,
whole milk,soda,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,
pastry,canned beer,chocolate,newspapers,,,,,,,,,,,,,,,,,,,
whole milk,curd,soda,bottled beer,cling film/bags,,,,,,,,,,,,,,,,,,
whole milk,misc. beverages,salty snack,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,
citrus fruit,oil,baking powder,candy,dishes,,,,,,,,,,,,,,,,,,
whole milk,canned fish,bottled beer,abrasive cleaner,cleaner,,,,,,,,,,,,,,,,,,
oil,candy,,,,,,,,,,,,,,,,,,,,,
meat,hamburger meat,brown bread,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
beef,whipped/sour cream,roll products ,,,,,,,,,,,,,,,,,,,,
canned vegetables,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,domestic eggs,pastry,semi-finished bread,salt,sugar,sweet spreads,soda,fruit/vegetable juice,red/blush wine,,,,,,,,
citrus fruit,tropical fruit,whole milk,butter milk,rice,oil,canned fruit,bottled water,white wine,popcorn,hygiene articles,shopping bags,,,,,,,,,,,
sausage,citrus fruit,,,,,,,,,,,,,,,,,,,,,
bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese ,pickled vegetables,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,
dessert,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
chewing gum,specialty bar,,,,,,,,,,,,,,,,,,,,,
onions,whole milk,curd,soda,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,other vegetables,whole milk,margarine,bottled water,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,packaged fruit/vegetables,butter,bottled water,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,root vegetables,whole milk,butter,domestic eggs,brown bread,cereals,baking powder,fruit/vegetable juice,long life bakery product,chocolate,,,,,,,,,,,
soda,misc. beverages,specialty bar,,,,,,,,,,,,,,,,,,,,
whole milk,semi-finished bread,sugar,coffee,seasonal products,hygiene articles,napkins,shopping bags,,,,,,,,,,,,,,,
frozen dessert,pastry,semi-finished bread,vinegar,coffee,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,shopping bags,,,,,,,,,,,,,,,,,,,
coffee,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,
oil,canned beer,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
chicken,curd,,,,,,,,,,,,,,,,,,,,,
other vegetables,packaged fruit/vegetables,dessert,frozen vegetables,domestic eggs,flour,salt,sugar,,,,,,,,,,,,,,,
dessert,flower soil/fertilizer,flower (seeds),,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,frozen dessert,pastry,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,
condensed milk,pastry,chocolate,,,,,,,,,,,,,,,,,,,,
brown bread,soda,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,fruit/vegetable juice,salty snack,newspapers,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,
sausage,sparkling wine,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,bottled water,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,
pastry,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,curd,yogurt,domestic eggs,bottled water,soda,shopping bags,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,
whole milk,UHT-milk,frozen potato products,baking powder,pet care,popcorn,candy,,,,,,,,,,,,,,,,
whole milk,dessert,yogurt,white bread,,,,,,,,,,,,,,,,,,,
frankfurter,grapes,,,,,,,,,,,,,,,,,,,,,
citrus fruit,oil,misc. beverages,,,,,,,,,,,,,,,,,,,,
yogurt,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,
yogurt,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,
onions,whole milk,processed cheese,pastry,oil,,,,,,,,,,,,,,,,,,
butter milk,white bread,pet care,newspapers,,,,,,,,,,,,,,,,,,,
frankfurter,dessert,rolls/buns,artif. sweetener,mustard,canned beer,dish cleaner,male cosmetics,,,,,,,,,,,,,,,
frozen dessert,softener,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,yogurt,ice cream,soda,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,baking powder,cling film/bags,,,,,,,,,,,,,,,
hard cheese,pastry,popcorn,pot plants,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
pork,bottled water,white wine,,,,,,,,,,,,,,,,,,,,
onions,white bread,hygiene articles,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,whole milk,hard cheese,frozen meals,white bread,zwieback,sparkling wine,softener,hygiene articles,newspapers,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,brown bread,misc. beverages,fruit/vegetable juice,chocolate,candy,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen meals,soda,,,,,,,,,,,,,,,,,,,,
pip fruit,canned beer,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,
detergent,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,cake bar,chocolate,shopping bags,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,bottled water,chewing gum,,,,,,,,,,,,,,,,,,,
sweet spreads,waffles,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,spread cheese,brown bread,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,
citrus fruit,soda,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,grapes,other vegetables,brown bread,cat food,bottled water,napkins,,,,,,,,,,,,,,,
citrus fruit,other vegetables,frozen meals,rice,bottled beer,canned beer,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,
yogurt,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,salty snack,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,napkins,,,,,,,,,,,,,,,,,,,,,
other vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,
whole milk,ice cream,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,yogurt,pastry,soda,misc. beverages,,,,,,,,,,,,,,,,,
chewing gum,hygiene articles,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,
whole milk,coffee,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,other vegetables,curd,beverages,pastry,soda,waffles,,,,,,,,,,,,,,,
chicken,beef,packaged fruit/vegetables,dessert,whipped/sour cream,soft cheese,frozen meals,rolls/buns,white bread,pasta,shopping bags,,,,,,,,,,,,
sweet spreads,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,
citrus fruit,condensed milk,flour,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,root vegetables,other vegetables,ice cream,domestic eggs,rolls/buns,white bread,canned beer,long life bakery product,cling film/bags,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,,,,,,,,,,
frozen meals,frozen fish,frozen dessert,pastry,canned beer,long life bakery product,waffles,napkins,shopping bags,,,,,,,,,,,,,,
white bread,flour,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,
pastry,pickled vegetables,canned beer,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,whipped/sour cream,sliced cheese,coffee,soda,fruit/vegetable juice,hair spray,soap,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,soft cheese,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,canned fish,soda,shopping bags,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,condensed milk,rolls/buns,bottled beer,waffles,,,,,,,,,,,,,,,,
oil,pickled vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,rolls/buns,honey,,,,,,,,,,,,,,,,,,
berries,yogurt,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,pasta,canned beer,male cosmetics,hygiene articles,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,
frankfurter,pastry,soda,,,,,,,,,,,,,,,,,,,,
whole milk,sliced cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,
beef,onions,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,
pip fruit,dish cleaner,napkins,,,,,,,,,,,,,,,,,,,,
domestic eggs,candy,,,,,,,,,,,,,,,,,,,,,
root vegetables,butter,curd,pastry,chocolate,kitchen towels,,,,,,,,,,,,,,,,,
softener,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,sugar,coffee,,,,,,,,,,,,,,,,,,,
frankfurter,hygiene articles,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,other vegetables,curd,yogurt,beverages,margarine,candles,flower (seeds),,,,,,,,,,,,,,
sausage,chicken,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen meals,rolls/buns,cereals,coffee,nut snack,cake bar,cleaner,skin care,female sanitary products,house keeping products,,,,,,,
curd,yogurt,bathroom cleaner,,,,,,,,,,,,,,,,,,,,
frankfurter,coffee,,,,,,,,,,,,,,,,,,,,,
pip fruit,curd,margarine,baking powder,,,,,,,,,,,,,,,,,,,
yogurt,light bulbs,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,curd,specialty bar,newspapers,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter,yogurt,frozen vegetables,rolls/buns,baking powder,instant coffee,napkins,dishes,newspapers,,,,,,,,,,,,
beef,soft cheese,bottled beer,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,butter,cream cheese ,bottled water,newspapers,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,pastry,margarine,candles,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,domestic eggs,roll products ,newspapers,shopping bags,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,whole milk,butter milk,yogurt,baking powder,bottled water,,,,,,,,,,,,,,,,
beef,white wine,,,,,,,,,,,,,,,,,,,,,
meat,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,condensed milk,sugar,coffee,cling film/bags,,,,,,,,,,,,,,,,,,
frankfurter,sausage,finished products,organic sausage,pastry,waffles,,,,,,,,,,,,,,,,,
sausage,sliced cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,seasonal products,,,,,,,,,,,,,,,
other vegetables,whole milk,rolls/buns,flour,,,,,,,,,,,,,,,,,,,
hamburger meat,rolls/buns,candles,,,,,,,,,,,,,,,,,,,,
fish,root vegetables,rolls/buns,roll products ,napkins,,,,,,,,,,,,,,,,,,
frankfurter,sausage,chicken,citrus fruit,root vegetables,onions,other vegetables,butter,processed cheese,spread cheese,salad dressing,frozen vegetables,frozen fish,rolls/buns,flour,artif. sweetener,soda,candy,cleaner,,,,
yogurt,cream cheese ,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,chocolate,newspapers,,,,,,,,,,,,,
tropical fruit,yogurt,coffee,cling film/bags,newspapers,,,,,,,,,,,,,,,,,,
meat,root vegetables,pastry,,,,,,,,,,,,,,,,,,,,
bottled water,soda,salty snack,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,yogurt,salt,canned vegetables,soda,cling film/bags,,,,,,,,,,,,,,,,
meat,root vegetables,hard cheese,brown bread,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,butter,margarine,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,
chicken,other vegetables,whipped/sour cream,pickled vegetables,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,soups,,,,,,,,,,,,,,,,,,,,
chicken,herbs,curd,oil,soda,canned beer,napkins,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,curd,brown bread,hygiene articles,,,,,,,,,,,,,,,,,,
bottled water,white wine,salty snack,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,UHT-milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,shopping bags,,,,,,,,,,,,,,
pip fruit,grapes,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,
frankfurter,beef,whole milk,chocolate marshmallow,,,,,,,,,,,,,,,,,,,
ham,hamburger meat,whole milk,processed cheese,rolls/buns,pastry,Instant food products,fruit/vegetable juice,salty snack,chocolate marshmallow,,,,,,,,,,,,,
butter,sliced cheese,brown bread,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,whole milk,curd,yogurt,bottled beer,dishes,,,,,,,,,,,,,,,,
pork,beverages,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,other vegetables,condensed milk,frozen vegetables,pastry,waffles,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
berries,liquor,,,,,,,,,,,,,,,,,,,,,
condensed milk,bottled water,fruit/vegetable juice,bottled beer,canned beer,,,,,,,,,,,,,,,,,,
chicken,rolls/buns,margarine,coffee,bottled water,red/blush wine,long life bakery product,candy,newspapers,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,soap,napkins,newspapers,,,,,,,,,,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,whole milk,curd,yogurt,hard cheese,cream cheese ,domestic eggs,sweet spreads,dog food,napkins,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,hard cheese,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,margarine,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,cream cheese ,rolls/buns,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,beverages,salt,,,,,,,,,,,,,,,,,,,
chicken,grapes,whole milk,rolls/buns,white wine,dishes,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,frozen meals,frozen fish,bottled water,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
onions,other vegetables,yogurt,whipped/sour cream,UHT-milk,sugar,,,,,,,,,,,,,,,,,
sausage,tropical fruit,berries,other vegetables,whole milk,curd,mayonnaise,rolls/buns,flour,margarine,sugar,cake bar,chocolate,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
yogurt,canned fish,,,,,,,,,,,,,,,,,,,,,
sausage,pastry,soda,salty snack,newspapers,shopping bags,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
zwieback,dishes,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,butter milk,beverages,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,
pork,canned beer,seasonal products,,,,,,,,,,,,,,,,,,,,
canned vegetables,,,,,,,,,,,,,,,,,,,,,,
chicken,berries,other vegetables,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,other vegetables,beverages,cookware,,,,,,,,,,,,,,,,,,
sausage,sliced cheese,rolls/buns,sugar,candy,,,,,,,,,,,,,,,,,,
whole milk,oil,candles,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,,,,,
coffee,female sanitary products,napkins,,,,,,,,,,,,,,,,,,,,
